id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,532-70-9522,Roseanne,Fend,824-780-4199,Female,19,S12651G
2,895-92-5074,Elmore,Betteriss,720-860-8312,Male,89,T536X4A
3,190-40-0307,Jenny,Snadden,960-172-5206,Female,37,C8400
4,209-09-7361,Sky,Baldazzi,453-914-0534,Male,22,Q00
5,802-49-5807,Guinna,Veelers,981-570-9507,Female,103,S99249G
6,169-55-6373,Carolin,Brunon,937-899-6240,Female,97,S06389D
7,343-01-5159,Emelen,Harbron,311-838-9143,Male,10,V1969XA
8,391-76-0568,Konstanze,Judd,298-542-9339,Female,56,S55119S
9,865-55-6502,Rhonda,Caplin,863-432-7606,Agender,0,S62307G
10,459-72-7474,Lyman,Gosney,323-779-6888,Male,101,T464X6A
11,650-67-0126,Joanna,Dombrell,415-188-3207,Female,6,H405
12,331-71-5376,Chuck,Vernall,333-982-5395,Male,93,S42125K
13,750-20-4337,Thia,Fennelly,292-236-2816,Female,3,I4581
14,206-97-7934,Cathee,Pitherick,432-409-8792,Female,21,H401110
15,616-99-7082,Raine,Hurch,930-378-2651,Female,12,W5329XA
16,332-21-2832,Callean,Duxfield,166-716-8639,Male,73,S1112XS
17,209-10-8124,Conrade,Pandey,941-620-2239,Male,81,B10
18,628-43-3831,Emilia,Mildner,811-485-1575,Genderqueer,2,T424X4A
19,109-17-9864,Florenza,Byrne,538-482-9038,Female,98,M223X
20,817-71-6230,Carroll,Climo,389-988-1358,Genderfluid,67,W370XXA
21,514-36-7660,Rab,Stollery,899-566-9596,Male,73,M89431
22,137-33-2308,Cindelyn,MacManus,204-479-1703,Female,76,H26412
23,753-87-2223,Marna,Manueli,561-896-8137,Female,66,H68002
24,299-32-4598,Si,Minguet,398-867-4276,Male,89,S52022C
25,772-40-1655,Ollie,Pinkard,272-527-4643,Male,68,S72416F
26,189-57-2460,Charley,Emanson,612-776-4994,Male,87,S00442A
27,837-08-5818,Katha,Ghest,753-336-4169,Female,65,H7022
28,282-71-0122,Gerry,Slane,957-225-3450,Male,77,T2412
29,677-57-4562,Ethelind,Jopke,996-842-7368,Female,89,S32445B
30,692-06-8720,Pasquale,Ede,465-770-5249,Male,5,T381X1D
31,631-08-2259,Hanny,Lohmeyer,183-364-6724,Female,39,S82302P
32,882-17-1796,Sarita,Reeson,312-717-6661,Female,103,X002XXS
33,193-75-5248,Robbie,Pitkins,339-499-8765,Female,43,S72364A
34,442-67-6406,Teddie,Tinn,133-489-7432,Female,53,P748
35,190-86-6715,Justinian,Whoston,560-138-3265,Male,73,S42444B
36,722-76-9913,Sarajane,Mayward,950-129-8430,Female,96,O3690X4
37,217-37-6233,Amerigo,Gerrill,430-355-4074,Male,110,S00522A
38,722-18-8572,Vance,Petracchi,720-997-1162,Male,61,S92321P
39,436-54-3916,Ralph,Thornewell,268-177-6329,Male,45,T23159S
40,878-60-0496,Cord,Ivanchin,606-505-0430,Polygender,104,T386X5D
41,113-02-4693,Horten,Marcone,997-391-3424,Male,63,S82464F
42,539-88-8862,Jodie,Macoun,937-384-9183,Male,107,T23302S
