id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,122-61-4372,Lorrayne,Everal,396-250-2151,Female,86,T2137
2,269-09-6331,Morrie,Worcs,205-686-1483,Male,99,M6533
3,115-02-5968,Kerri,Bisset,186-920-9755,Female,102,S12551K
4,520-14-2758,Itch,O'Dulchonta,447-990-6721,Male,74,M718
5,884-09-9451,Hamilton,Parkman,416-922-1532,Male,55,T493X6S
6,864-62-7949,Shayna,Blethyn,674-282-4508,Polygender,74,S49199S
7,202-68-5431,Dalt,Taylour,370-286-8626,Male,45,R41841
8,384-88-0132,Dene,Lambrook,482-729-3830,Male,84,S61348A
9,114-56-8297,Tallie,Brewster,557-451-0740,Male,47,Q048
10,221-54-2483,Rollins,Byatt,718-406-6510,Male,33,S89132K
11,836-82-2942,Delores,Nockles,720-836-6261,Female,110,M62
12,381-89-0445,Cybil,Joyson,174-484-6104,Female,104,V274XXS
13,513-76-1418,Sianna,Waddoups,145-741-6140,Female,98,T43595S
14,868-51-2337,Ode,Frostick,266-421-0582,Male,15,S43013A
15,437-92-4521,Pat,Pechet,978-349-3113,Female,49,M9329
16,855-68-8281,Cass,Mattiessen,364-189-0414,Female,51,T567X3A
17,252-44-2843,Annalee,Bezants,334-313-9739,Female,2,S21321S
18,192-03-2734,Gretna,Chadband,489-569-4424,Female,112,M84411A
19,355-84-2757,Stephanus,Castiblanco,756-270-9698,Male,62,S52125Q
20,589-02-3488,Lanny,Charteris,480-656-7442,Male,32,S82231
21,716-42-8111,Barth,Turfes,930-538-3216,Male,105,S20319A
22,282-70-0569,Raddie,Orpyne,400-803-3095,Male,83,S82431
23,860-05-9513,Mitchell,De Bruijne,443-968-6607,Male,53,S59101S
24,556-79-0004,Esra,Steger,183-792-8883,Male,108,S85519A
25,849-08-9196,Ramon,Titt,484-690-3228,Male,103,S8290
26,507-29-4095,Annabal,Saich,124-678-4866,Female,69,V523XXA
27,877-37-2426,Bald,Handsheart,578-645-6404,Male,31,S93492D
28,480-46-6597,Stanley,Dinsale,769-321-3580,Male,92,S72492G
29,301-13-7854,Vincenz,Hannibal,461-127-9961,Male,14,T23212D
30,270-04-2211,Susie,Blackham,914-817-6475,Female,97,H61111
31,302-80-6498,Amos,Blasoni,582-325-0601,Male,2,H01124
32,466-92-4953,Livy,Maase,911-744-6620,Female,87,H05031
33,417-05-1311,Jessika,Dowtry,338-814-8075,Female,33,S12650G
34,215-45-6603,Phyllida,Garlant,676-451-5115,Genderfluid,50,M205X1
35,804-79-2759,Thorstein,Diggin,291-752-0426,Male,3,T560X4A
36,525-25-7267,Chlo,Server,420-720-8685,Genderqueer,80,M2340
37,852-05-7634,Chauncey,Larsen,891-831-5957,Male,8,S97122S
38,631-10-6048,Davida,Monelle,931-970-1340,Female,21,S52034P
39,724-98-2368,Madella,Barkworth,432-372-1346,Female,53,S52279H
40,601-95-5428,Dasha,Deighton,539-902-0284,Female,69,Y26XXXD
