id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,822-87-9569,Darline,Lead,124-130-8311,Genderfluid,18,Z89
2,249-06-6392,Lenore,Ricco,799-789-4272,Female,2,S72354G
3,893-35-8039,Yuri,Zelake,252-572-7656,Male,47,M513
4,474-80-2653,Piggy,Georgeson,446-647-3001,Male,47,H540
5,751-48-0847,Mirabelle,Drynan,790-742-8610,Female,58,O133
6,742-02-4817,Stevana,Hamsher,455-896-2757,Female,100,S9401XD
7,530-56-2318,Marleen,O'Brallaghan,277-538-6988,Female,52,F840
8,224-47-0536,Bessie,Swendell,896-880-5538,Female,6,S92126B
9,549-56-1001,Marianna,Millan,593-428-0599,Female,107,Q435
10,396-62-0883,Jakob,Paszek,615-932-2898,Male,96,F8181
11,363-58-4732,Cosmo,Burchill,981-546-3424,Male,105,W2204
12,628-28-3270,Stinky,Beat,974-969-6029,Male,60,S46391
13,514-89-8675,Basile,Sandy,150-973-5639,Male,104,S7581
14,137-52-6409,Alie,Hallows,956-393-2236,Female,53,S37051A
15,217-78-4145,Cassie,Casero,514-649-6579,Male,108,A038
16,691-90-5314,Joelly,Ternent,523-795-2239,Female,90,S72051N
17,244-88-8952,Davine,Grund,928-506-5275,Female,62,L252
18,651-86-0896,Raynard,Joiris,624-822-3344,Male,84,M4853XA
19,259-55-6472,Stafani,Dorton,327-846-5979,Female,58,P771
20,531-57-0730,Glyn,Dunckley,381-683-3542,Female,87,S32002B
21,800-89-9390,Mickie,McPhilemy,354-130-9883,Female,47,T466X1
22,636-05-4938,Hayward,Elves,676-902-6585,Male,50,O644XX2
23,268-26-5022,Nicolis,Cadwaladr,508-826-2245,Male,34,Y906
24,104-68-6231,Marcelle,McMillian,337-242-3570,Female,72,S25322
25,719-07-7090,Stephanie,Hucklesby,107-180-1789,Female,98,S81002A
26,426-12-2205,Garwood,Margrie,284-169-1237,Male,27,S27491S
27,453-22-5214,Rafaello,Tessyman,854-115-2655,Male,70,S32112A
28,426-34-6503,Irving,Hamnet,820-922-8987,Male,40,Z6822
29,634-63-4493,Avis,Cripps,933-678-5994,Female,38,S72115R
30,127-71-1866,Beulah,Miettinen,516-211-1779,Female,106,T380X5S
31,473-15-5176,Ebba,Scriver,817-513-0000,Female,62,S40279A
32,305-49-1837,Janice,Grigoire,174-185-6170,Female,38,S5902
33,159-79-3856,Theresina,Armsby,751-370-5633,Female,96,S2001XD
34,797-51-1510,Donaugh,Pimlett,220-109-3564,Male,45,S81849S
35,236-88-0707,Coreen,Klimpt,307-194-1231,Female,49,S82251D
36,314-10-7971,Goran,Heyburn,109-381-8870,Male,42,S9000XA
37,841-15-7783,Henka,Quittonden,210-168-9244,Female,102,M1A08X0
38,711-80-7591,Yance,Bristo,389-949-6013,Male,51,H10021
39,503-37-3848,Ethyl,Ivakin,617-832-1129,Female,54,S92309D
40,753-13-8485,Audra,Marney,518-173-7923,Female,110,M401
41,183-73-6044,Herve,Sinton,184-599-5203,Male,90,O09212
42,512-60-0238,Iseabal,Just,691-289-1899,Female,82,M14621
43,114-49-8131,Jedediah,Macconachy,344-153-5324,Male,38,S82454M
44,885-02-5239,Hewe,Heibel,321-230-7203,Male,9,T478X6D
45,156-15-4143,Papagena,Crow,569-162-4520,Female,19,M10122
46,820-29-2278,Rodie,Farherty,429-702-3803,Female,91,K808
47,129-19-8815,Emmott,Jansa,109-719-2170,Male,110,S66821A
48,244-55-5363,Roxanna,Itzig,383-853-3653,Female,61,S81842S
49,566-55-3090,Elisha,Blindt,808-292-6791,Male,85,S52255E
50,726-17-1743,Caron,Bockings,347-945-2028,Polygender,89,V97
51,560-82-4539,Smitty,Pidwell,375-725-3409,Male,68,O2302
52,282-94-9527,Erna,Crosscombe,337-787-2141,Female,25,S46111
53,616-94-0354,Austina,Tant,295-346-7305,Female,94,T59894A
54,366-57-3889,Paulie,Yarnall,870-623-6748,Female,39,S99912A
55,528-06-4648,Tasia,Brandi,271-877-0040,Female,38,S92516D
56,767-40-9035,Wain,Mattheus,808-744-5880,Male,68,S28229D
57,487-49-5502,Johanna,Hovenden,812-333-1770,Female,32,Z122
58,774-65-3257,Demott,Bridel,986-325-4371,Male,32,S79911D
59,178-94-1852,Walsh,Norres,555-760-9690,Male,64,O368195
60,593-61-8370,Karlis,Detoile,128-272-0147,Male,77,S62201A
61,796-33-3585,Felicle,Dolling,169-769-9858,Female,66,T463X5S
62,713-74-2824,Zackariah,Eck,714-319-7752,Male,87,I82413
63,621-50-1330,Syman,Woof,426-611-1653,Male,1,S71009D
64,612-34-8445,Cammy,Czajkowska,504-615-9500,Male,102,S82446S
65,600-28-4067,Berthe,Slamaker,548-603-8918,Female,3,S62637G
66,389-52-2396,Thorstein,Corby,821-630-7296,Male,78,V355XXS
67,344-93-2417,Alfreda,Haggas,830-774-1225,Female,97,S86802A
68,898-56-0235,Adoree,Rassell,949-900-5588,Female,100,S72415G
69,803-25-9328,Janeva,Keatley,806-261-2287,Female,97,H18831
70,247-51-3315,Dayle,Jancik,917-721-8105,Female,4,M12472
71,861-82-3548,Bobine,Swatton,930-355-8579,Female,23,S66107S
72,463-19-5623,Cornelius,Dollar,938-346-6458,Male,20,S9204
73,105-54-4803,Maurine,Mobbs,832-358-6090,Female,45,C499
74,483-59-1832,Austen,Vye,540-854-2056,Male,52,S62175A
75,141-02-1491,Cirillo,Macieiczyk,355-820-7394,Male,28,S59299D
76,257-55-8484,Mandi,Habben,384-919-4160,Female,103,G2561
77,394-15-7649,Jessamine,Speddin,171-581-8751,Female,8,S63497
78,528-36-4050,Beatrice,Aartsen,902-417-7273,Female,7,F16259
79,855-89-1952,Manolo,MacIlhargy,951-920-3621,Male,11,Y233XXD
80,274-42-9603,Dionisio,Necolds,501-194-1993,Male,112,S92343A
81,780-43-6066,Faith,Wiley,515-611-7714,Female,72,W05
82,609-83-2348,Adorne,Foreman,163-522-8822,Female,53,T22332D
83,451-98-9697,Renie,Catterall,290-438-9897,Female,53,S76922A
84,794-47-7626,Cullin,Judkin,616-890-9044,Male,43,O328XX3
85,176-79-7141,Belita,Pitblado,733-884-5642,Female,63,S61335A
86,701-94-9618,Carry,Cornewall,363-842-3645,Female,4,M61259
87,709-26-4764,Jsandye,Bowlands,911-916-0440,Female,43,M80869K
88,354-99-9759,Guthrey,Mannock,496-852-6346,Male,11,S0542
89,163-96-8567,Gray,Fawdrey,559-408-9225,Female,19,V8623XA
90,676-41-0078,Jared,Goffe,122-922-7751,Male,48,M498
91,415-73-8756,Tammy,Clutterbuck,844-341-9334,Male,80,S85411
92,323-02-1534,Richmound,Drewry,661-106-2702,Male,77,V9339
93,524-74-1573,Abbie,Goaks,391-643-6925,Male,49,I339
94,664-83-4443,Adrian,Jado,539-930-1306,Female,35,S82861H
95,684-39-9359,Bernard,Capelow,921-381-8286,Male,14,S3712
96,815-68-6865,Malissia,Bradshaw,120-575-0567,Female,22,S92414K
97,642-21-3147,Gwendolen,Pigden,287-490-2070,Female,28,S30857S
98,265-82-5833,Dodie,Drife,257-710-8573,Female,62,T23301D
99,249-61-1641,Rasia,Troy,175-757-4635,Female,44,Y36111D
100,594-59-5971,Genvieve,Dwyr,118-772-6647,Female,11,S93503S
101,513-11-6431,Amandi,Carbett,318-175-7813,Female,5,T648
102,610-09-5994,Dimitry,Grishakov,956-387-5288,Male,25,W2132
103,636-40-9000,Chance,Geater,730-984-1114,Male,13,W16112
104,626-59-4061,Charmaine,Montel,472-255-9567,Female,24,S83115S
105,636-92-8719,Branden,Brinkley,367-196-0015,Male,52,S72111B
106,816-01-3117,Kat,Petkens,332-333-9658,Female,100,S70349A
107,852-22-5717,Woodie,Ambroz,944-836-0629,Male,72,C50429
108,477-73-1895,Tudor,D'Costa,923-667-7628,Male,103,S42336B
109,643-01-8104,Hugh,Leeburn,685-822-7618,Male,25,F1020
110,727-91-0029,Dan,McCowan,474-269-0517,Male,107,Z5201
111,386-88-2320,Wilden,Leare,400-170-3491,Male,50,O2510
112,447-11-2895,Deena,Everall,268-805-7658,Agender,13,V00832D
113,632-95-1059,Lauren,Yurin,605-134-2069,Male,99,S06338A
114,500-04-8743,Jorrie,Mascall,164-398-2919,Female,43,S60941A
115,848-37-0137,Benedetto,Pimmocke,309-328-6433,Male,88,C6951
116,156-67-5579,Zeb,Couthard,161-452-0031,Male,12,S72102C
117,635-47-0932,Bronson,Budden,470-715-3188,Male,67,M02231
118,556-70-7681,Virgil,Dulwitch,705-326-6501,Male,33,S76192A
119,592-88-1088,Luci,Keasley,845-541-8832,Female,101,H21341
120,477-98-5626,Agnesse,Blankenship,676-863-7079,Female,85,S7290XA
121,547-59-4629,Jolyn,Manus,565-374-2688,Female,2,S66110S
122,154-09-8484,Katlin,Spalls,705-225-2437,Female,79,C464
123,665-36-5130,Jena,Jeffers,465-670-0998,Female,97,S6539
124,356-43-0580,Shepperd,Morrish,351-791-8292,Male,70,T71193
125,450-05-9158,Irita,Argue,407-168-0286,Female,21,M84531
