id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,519-86-8219,Luke,Harmar,380-704-3826,Male,67,T41201D
2,590-89-7676,Damiano,Churchyard,226-695-1239,Male,103,T2337
3,232-30-9362,Chas,Alanbrooke,117-466-2885,Male,37,J679
4,116-12-4471,Brynne,Vogt,908-654-6529,Female,12,S72052E
5,297-69-9562,Gerrie,Gherardi,498-822-9393,Male,93,S60428D
6,181-89-4087,Celinka,Treffrey,800-308-8684,Female,53,H47211
7,784-85-1813,Karalee,Jeffray,428-322-1883,Female,22,S52379P
8,230-97-8087,Shaine,Cheeseman,945-150-8033,Male,4,M80041A
9,699-44-8207,Gerrie,Tyrer,707-650-4179,Bigender,93,M80811A
10,285-72-1558,Yance,Fishenden,998-326-8838,Male,105,S83094D
11,166-05-1737,Johannes,Kippin,769-924-1077,Male,66,S72041K
12,110-95-8827,Monro,Akenhead,733-886-8287,Agender,101,S85151D
13,219-61-4665,Jodie,Winger,554-260-2976,Male,20,T493X4A
14,101-72-1915,Mariejeanne,Botting,291-542-2820,Female,71,V104XXD
15,557-68-4707,Agnesse,Shreve,640-739-5578,Female,41,R499
16,430-21-2897,Nickie,McKerton,988-428-5701,Male,9,T3402XA
17,529-65-5409,Nate,Badland,502-274-8077,Male,0,V344XXA
18,277-34-3220,Yvette,Cullimore,386-184-5793,Female,119,D474
19,614-68-7832,Bill,Checo,864-195-8763,Female,108,C759
20,219-52-6596,Tadd,McJury,329-708-1303,Polygender,69,S8000XD
21,563-46-2160,Saunder,Pendergrast,773-695-0874,Genderqueer,14,F1221
22,597-92-7233,Hilarius,Elsie,889-424-9538,Male,64,T656X3A
23,620-41-9125,Prudy,Tourville,332-158-8951,Female,99,S25421D
24,100-36-9596,Blancha,Burman,954-604-6148,Female,50,Y778
25,371-58-3612,Karin,Zealy,292-211-7810,Female,43,P559
26,692-22-9059,Roanne,Pallaske,186-672-2252,Female,93,Z436
27,738-09-2710,Candy,Percifer,675-375-3609,Female,71,S90933D
28,170-88-1991,Flore,Dosdell,969-129-2086,Female,85,S59021G
29,320-67-1033,Ashli,Cudd,998-823-9936,Non-binary,50,S96909S
30,567-55-8989,Griffy,Talby,691-937-7243,Male,30,T404X6D
31,400-81-9525,Christopher,Jaume,534-609-6186,Male,5,S1016XD
32,273-93-9029,Godiva,Rignoldes,901-492-0244,Bigender,94,M05372
33,262-41-6180,Ric,Insko,740-684-2260,Male,87,S82862H
34,841-22-7310,Georgiana,White,383-346-9918,Female,29,S63277S
35,228-59-1224,Ellswerth,Hansod,663-331-8909,Male,110,T84060D
36,260-24-7005,Burgess,Oakland,105-423-1272,Male,83,S65112D
37,879-02-2177,Talyah,Cantos,176-320-6792,Female,86,S01152A
38,614-89-7485,Tad,Eggleton,491-720-4730,Male,55,V842
39,120-38-1460,Dory,Kelledy,418-209-8304,Genderqueer,33,S55192A
40,697-75-0384,Obidiah,Lapping,876-379-9490,Male,3,T8460
41,602-57-2581,Kimball,Coaster,398-493-4986,Male,111,H35319
42,580-69-9910,Wilmer,Larkkem,678-663-1058,Male,89,S92515B
43,403-64-2152,Isadora,Brownstein,164-873-4732,Female,19,S42416P
44,315-92-7881,Gill,Moffett,549-928-4476,Male,87,S82891S
45,251-95-2221,Frazier,Parham,745-188-6189,Male,18,S63339D
46,533-53-2124,Joe,Skentelbery,785-840-7516,Male,107,S86901D
47,705-58-0466,Mignon,Jefferies,425-224-5812,Female,25,S37509D
48,113-71-5574,Anny,Philipeaux,954-951-6775,Female,103,S52392N
49,166-42-0041,Abel,Peckett,121-880-5330,Bigender,59,H02431
50,337-99-6815,Ibby,Quinney,633-894-9194,Female,85,S56819S
51,897-66-8937,Avrit,Hasty,875-141-9184,Agender,67,H532
52,798-09-7536,Halsy,Sapir,144-406-8158,Male,92,S99212G
53,403-77-8117,Beck,Yorston,781-501-2179,Male,92,S82434C
54,127-09-3813,Giff,Baress,688-591-7623,Genderqueer,74,M23069
55,639-60-6219,Atlante,Tuckwood,312-407-2595,Female,96,M89331
56,190-36-9661,Gabriela,Acklands,676-422-2464,Female,19,S93313A
57,851-08-3303,Cookie,Merredy,578-290-1186,Female,28,I6353
58,610-38-5840,Branden,Dilawey,565-288-9292,Male,95,S60152
59,180-36-9632,Lukas,Pogosian,196-106-8447,Male,13,T2309
60,798-17-7409,Adah,Haggerwood,291-718-2896,Female,27,T571X
61,687-40-8824,Jacquenetta,O'Shiels,442-361-6089,Female,118,T25629S
62,759-88-7465,Kimble,Elcombe,266-239-7959,Male,51,S83014S
63,585-59-6995,Alexander,Alexander,684-595-3769,Male,50,I82A23
64,695-14-9732,Irita,Dixon,185-177-0347,Female,31,S14151S
65,650-28-2714,Gregg,Ladbury,386-246-2859,Male,96,I82541
66,255-56-9551,Lurline,Jiggins,429-248-6848,Female,106,S3630XS
67,803-53-0370,Kelcey,Dellatorre,185-230-1556,Female,49,Y37260A
68,131-61-4690,Juditha,Fotitt,103-798-1634,Female,57,W5819XS
69,463-03-7417,Nollie,Duncanson,289-219-8629,Male,119,A98
70,462-06-2496,Pavia,Aberhart,724-135-1722,Genderfluid,62,V940XXD
71,665-06-8927,Winnie,Goldthorp,770-636-9287,Male,37,T24111S
72,559-78-5488,Miranda,Karlolak,978-250-8849,Female,46,S52569H
73,337-86-5075,Emmy,Kunz,735-886-4007,Female,57,S89302A
74,344-30-9003,Bernita,Mosby,134-226-7808,Female,40,T81516S
75,694-62-0488,Cortney,D'Orsay,397-449-9263,Female,34,T2055
76,679-41-5380,Christy,Hitscher,735-331-7041,Female,50,T84063
77,111-48-2720,Adda,Alfonsini,993-672-0809,Female,87,S5010XS
78,390-16-9629,Nicolea,Tumilson,120-228-5937,Female,15,L8913
79,592-48-6401,Jasun,Coneau,409-973-7548,Male,28,H44111
80,612-33-0773,Alvin,Crosoer,269-162-0399,Polygender,107,S60811A
81,268-41-3156,Merilee,Gaudon,653-640-4671,Female,107,Y36261D
82,189-78-5945,Simonette,Elleton,184-631-7502,Female,40,S60423D
83,266-82-9212,Lissy,Selvester,867-919-0672,Female,101,X17XXXD
84,378-01-4885,Gwendolin,Brauner,270-268-0630,Female,103,S53194
85,716-36-1303,Alvera,Casine,347-136-7364,Female,91,H818X9
86,294-59-9410,Nichole,Spat,374-584-7028,Female,44,K621
87,104-19-5113,Roderic,Allery,499-460-4665,Male,76,T84058D
