id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,170-62-4657,Rikki,Germon,190-425-8959,Female,60,M23619
2,258-20-4154,Cookie,Hame,801-691-0604,Female,48,S31633S
3,716-82-6423,Northrup,Danaher,401-813-9715,Male,66,E2609
4,340-71-6168,Calvin,Chadband,976-366-3530,Male,86,S23133D
5,380-82-1405,Reginald,Halpine,394-830-6683,Agender,35,L97329
6,151-77-8918,Merline,Kinane,165-491-5093,Polygender,36,S96022A
7,711-08-9611,Levey,Rosoman,749-860-8565,Male,72,J386
8,682-23-1502,Pearl,Idenden,289-573-4707,Female,114,C493
9,597-56-2643,Bobina,Gemelli,984-375-9329,Polygender,109,G4725
10,178-05-6606,Malissa,Fydoe,301-168-1721,Female,53,S06370A
11,596-21-8351,Arnold,Duffield,713-274-5412,Male,34,V9349XA
12,773-67-4322,Sayre,Cesconi,201-406-1222,Female,68,T25022A
13,738-79-4912,Herb,McElrea,339-527-6364,Male,35,T22611S
14,309-40-1742,Templeton,Berdale,776-409-8885,Male,95,Y36411
15,467-85-4617,Sada,Fern,131-256-8052,Female,79,S4400XD
16,272-05-2979,Anderea,Carthew,370-589-7445,Female,44,C4330
17,384-70-4321,Waring,Robke,759-838-5000,Male,38,E344
18,874-07-9947,Felike,Spinage,655-983-1589,Male,23,T63112S
19,135-89-4835,Larina,Syfax,272-398-6330,Female,84,V8673XS
20,841-26-0772,Chiquia,Fyfield,498-927-7710,Female,89,S4490XA
21,883-78-9595,Herc,Loblie,631-176-6748,Male,4,S53491A
22,201-69-2397,Ki,Astupenas,981-195-1224,Female,111,A1832
23,783-86-5096,Kary,Kenworthey,699-689-4867,Female,107,S30857A
24,504-38-1197,Orsola,Heugle,967-401-5999,Female,108,S93513A
25,839-68-6882,Leelah,Siggee,554-147-4292,Female,4,V2940
26,277-41-8972,Nicolis,Lyst,402-380-2659,Male,51,O298X9
27,318-56-1571,Lonnie,Whitta,512-366-2664,Male,116,S0124XS
28,735-55-3326,Corbet,Gawne,454-227-3171,Male,93,S4211
29,898-44-7641,Gerty,Chansonne,398-520-1414,Female,4,O421
30,487-99-4866,Sherwynd,Faldo,399-112-2813,Non-binary,52,M0233
