id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,581-66-3344,Adora,Baulk,622-238-6388,Female,78,T451X4A
2,162-28-9784,Sheila-kathryn,Calleja,563-384-6853,Genderqueer,20,S62662B
3,567-12-8352,Yettie,D'Antoni,327-731-4599,Female,25,T387X6A
4,643-99-7494,Elonore,Andras,143-555-6998,Female,7,M71331
5,521-72-4367,Shannan,Blemen,725-933-4311,Male,54,V317XXS
6,625-57-9048,Jermain,Bernette,274-618-4051,Male,14,T457X5D
7,401-45-3287,Alys,Cavozzi,268-351-4825,Female,53,S98022D
8,865-02-6368,Wilhelmine,McNirlin,863-659-9576,Female,50,S2220
9,149-71-3952,Mill,Bigglestone,242-553-8986,Male,30,S5401XS
10,868-24-2803,Lucky,St. Quentin,807-369-0429,Female,83,S62359D
11,838-15-1993,Elisha,Clem,846-846-1927,Female,90,T2142
12,883-29-3861,Corty,Blaine,842-146-9928,Male,55,O642XX3
13,810-58-0556,Thurston,Trevaskis,108-881-7025,Male,28,T22262
14,483-82-9488,Wolfy,Gilluley,777-823-4504,Male,72,F553
15,102-16-3324,Winnifred,Beagin,783-835-3868,Female,20,S68627
16,830-97-7502,Daune,Ugolotti,325-461-9616,Female,5,S5519
17,232-66-3987,Tony,Kingsland,278-506-1036,Male,13,S41102
18,635-01-2991,Krisha,Malicki,608-678-9905,Male,59,S53133S
19,263-67-9916,Matthias,Pymar,110-679-0480,Male,84,A541
20,484-64-7660,Drucy,Southeran,811-116-7134,Female,101,S72034G
21,604-66-0090,Cammi,Blais,861-257-6475,Female,11,V189XXS
22,640-03-8369,Llewellyn,Argue,989-530-1349,Male,55,S85181
23,162-32-2149,Munmro,Cheng,724-173-9571,Male,100,S01321S
24,788-85-6709,Laney,Ashurst,329-640-3570,Female,85,K404
25,817-38-5229,Guntar,Shemming,208-361-9696,Male,62,O43899
26,587-56-3220,Laurella,Ivimey,772-679-2288,Female,90,S7222XG
27,211-70-4377,Audy,McDuffie,648-856-4614,Female,66,T22111A
28,255-09-1846,Jourdan,Colbron,207-357-1619,Female,102,S14159
29,605-30-1048,Chiquita,Durnall,512-156-3826,Female,24,S63429S
30,162-64-5993,Ephraim,Akehurst,860-813-7676,Male,25,T600X3S
31,737-75-3910,Kanya,Vater,292-418-8801,Female,45,F062
32,118-21-9957,Pooh,Jeness,200-566-0207,Male,67,H04333
33,155-15-6525,Sauveur,LaBastida,128-319-5091,Male,105,S62650B
34,799-63-0817,Amaleta,Gahan,249-823-6573,Female,23,S62145B
35,872-78-3106,Gabie,Glandfield,160-767-1418,Male,29,I70719
36,429-95-9896,Ludvig,Culverhouse,344-106-7090,Male,67,H5201
37,898-15-4977,Elvina,Silvermann,646-974-8046,Female,10,V713XXS
38,707-71-9505,Maria,Angel,252-458-0493,Female,58,S01151A
39,314-77-2842,Horacio,Wherrett,328-450-7366,Male,92,S22061S
40,730-06-6212,Lem,Spalding,579-817-5084,Male,30,G118
41,360-40-7749,Cris,Izon,617-530-0357,Male,51,N200
42,117-40-6486,Zorah,Scrimgeour,413-512-8330,Female,99,I63321
43,456-95-2436,Maggie,Petranek,490-380-3742,Female,19,I851
44,880-14-2327,Prent,Lauritsen,239-823-1350,Male,88,V73
45,643-66-2513,Jessie,Chinnery,394-409-3988,Female,78,T6403XA
46,227-90-1794,Lonee,Bickerstasse,812-364-2817,Female,98,M08062
47,582-75-4928,Elfreda,Labell,220-379-6719,Female,72,Y35292A
48,775-06-7566,Mata,Spender,534-534-3793,Male,37,S52341M
49,295-65-7980,Gretchen,Mandrier,984-813-2541,Female,69,R402424
50,568-20-2824,Gertrudis,Wash,852-498-0689,Female,95,S53195A
51,599-67-0405,Leila,Gibbons,612-356-6047,Female,87,L97112
52,732-82-6258,Cloris,Corradi,898-383-5988,Female,18,D471
53,489-54-0643,Bryan,Gentner,490-329-2601,Male,94,T440X4D
54,732-09-5880,Eirena,Razoux,794-487-1530,Female,92,T400X
55,369-04-4350,Juliann,Astle,273-657-2260,Female,36,M4213
56,444-28-6817,Bernie,Fiddler,638-925-4960,Male,45,S96099S
57,775-89-2477,Rana,Rivalland,107-896-4501,Female,103,H3341
58,256-24-3360,Orton,Skate,820-480-0661,Male,99,S02110D
59,803-48-3405,Roobbie,Runnicles,889-551-4184,Female,84,Y37300S
60,793-09-0753,Poppy,Forth,132-463-1046,Female,75,K0812
61,747-88-7823,Margaretta,Bowcock,831-518-5366,Agender,26,B789
62,204-86-9724,Birch,Bertelsen,403-442-2156,Male,31,M2125
63,714-61-3039,Wyatt,Cornick,407-485-5545,Male,3,T4795XD
64,156-28-3927,Bartolomeo,Kiddle,159-252-5830,Male,61,M4654
65,358-54-7524,Olympia,Garratt,917-504-5226,Female,86,Y272XXA
66,201-80-8712,Matti,MacAndie,885-338-2514,Female,20,Z683
67,165-04-8584,Rodolph,Haldenby,955-867-1116,Male,53,T17298
68,740-27-0365,Robinett,Verring,377-500-6300,Female,86,M260
69,668-61-1558,Mercie,Stother,841-818-1365,Female,14,T25291
70,464-71-0830,Yelena,Purdom,245-844-7058,Female,36,H47099
71,572-46-4242,Durant,Tirone,354-407-8797,Male,66,S92114K
72,162-27-3020,Selig,Mc Coughan,268-476-0685,Bigender,0,S92065D
73,384-56-5112,Kerwinn,Fray,708-832-3298,Male,77,S93116A
74,602-32-2840,Damita,Lambotin,171-829-2865,Female,27,T22241
75,634-90-0647,Libbey,Palfree,472-585-6199,Female,102,H4022
76,508-87-2422,Urbano,Goskar,506-973-1266,Male,73,S3632
77,277-08-7533,Marlon,Servis,268-563-8166,Male,7,T493X3D
78,799-62-0858,Lorelle,Jaycocks,914-484-6433,Female,110,T23151D
79,374-39-1199,Krissy,Rowet,838-195-6138,Female,96,T8485XD
80,846-60-8083,Merrel,Ensor,947-838-6019,Male,84,S90415D
81,668-27-9937,Roch,Vernon,342-468-3624,Female,60,I9763
82,609-83-2944,See,Rohlf,857-186-6123,Male,36,H05122
83,577-40-7383,Cleveland,Plume,776-487-2324,Male,11,V842XXD
84,144-18-0260,Gare,Coweuppe,923-139-2719,Male,74,C8394
85,391-29-9839,Angel,Hundley,398-936-6499,Agender,31,V813XXA
86,768-65-2335,Aurelia,Hanwell,664-342-2767,Female,33,H802
87,695-35-1335,Alyson,Trass,186-223-4763,Female,76,V8182XA
88,853-56-7262,Athena,Bortolomei,999-132-6542,Female,15,A5619
89,213-03-6687,Joletta,Cattel,347-977-5734,Female,91,S92151A
90,112-15-5052,Roland,Trusty,711-775-1324,Male,78,T25132A
91,376-73-3041,Arvy,Crix,623-923-3803,Male,67,T25492D
92,349-09-7597,Michel,Sussems,496-659-2158,Male,111,M4692
93,819-49-5415,Raynard,Biddles,109-992-0531,Male,101,S66526S
94,836-86-5852,Lonnie,Birkhead,717-786-1900,Female,19,S52611G
95,473-38-9100,Lay,Baylay,183-707-5036,Male,52,A267
96,347-54-1287,Starlene,Cleynaert,761-902-0067,Female,9,L97302
97,492-79-3930,Cathi,McFarlane,463-527-0642,Female,53,S12121S
98,184-17-7646,Zeke,Flooks,732-638-9872,Male,51,S2751XA
99,758-43-6387,Claiborne,Campsall,481-829-5442,Male,98,S96121
100,604-31-4489,Karlis,Gerok,707-849-4281,Male,9,S52691J
101,181-45-1490,Fae,Seivwright,654-561-6111,Female,111,S06331
102,691-89-1347,Othello,McGinly,862-183-8086,Male,16,S11022D
103,324-77-5039,Martynne,Thundercliffe,382-754-7719,Female,87,S52365G
104,218-69-7584,Wileen,Mattiello,280-662-1327,Female,2,S91122
