id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,897-76-6049,Willamina,Pierpoint,893-183-5183,Female,60,S86029S
2,662-27-7199,Jonie,Bartalucci,277-277-8182,Female,48,N915
3,714-57-4387,Panchito,Carlisle,691-293-9000,Male,66,M60044
4,502-05-1664,Grayce,Sunshine,319-960-7765,Female,86,V787XXD
5,354-32-1593,Kassey,Burry,654-182-1710,Female,35,T23692S
6,366-44-6751,Holli,Hemshall,888-454-1464,Female,36,T3899
7,864-77-6626,Abraham,Winspire,471-458-8865,Male,72,T17590
8,682-24-1854,Rasia,Burchett,278-495-1345,Female,114,V667XXS
9,798-33-9135,Lilyan,Toyer,516-510-5913,Female,109,S55812A
10,608-97-8575,Dav,Darque,845-271-0085,Male,53,K052
11,520-76-3540,Grayce,Well,540-171-2832,Female,34,S12691D
12,172-74-0574,Zechariah,Keat,147-621-7109,Male,68,T84039
13,205-30-2179,Ellery,Everil,289-926-3259,Male,35,S12351
14,453-94-0788,Eal,Ferrero,947-453-4278,Male,95,M84334P
15,677-28-1053,Lela,Marcu,967-701-1820,Genderfluid,79,M1A39X1
16,380-25-8258,Gabriel,Cutforth,305-833-3194,Male,44,M02179
17,471-64-7757,Hadley,Ballinger,679-111-7138,Male,38,S40879
18,279-16-7424,Lazaro,Bows,744-273-0930,Male,23,S72024K
19,707-74-5078,Bunni,Saffer,305-541-3934,Female,84,S51811A
20,678-89-1557,Gabi,Tinston,615-960-6483,Genderqueer,89,S91106
21,693-46-2817,Bar,Pallesen,839-640-1817,Male,4,C61
22,457-95-8820,Arnie,Stoney,429-576-5884,Male,111,S49139K
23,691-71-6061,Anabelle,Robeson,915-266-8689,Female,107,S85419A
24,461-94-5862,Christophe,Rogeron,246-374-7254,Male,108,S89302P
25,202-98-4689,Malcolm,Easterby,601-379-7701,Male,4,S53432
26,812-93-6446,Vikki,Camilletti,337-378-2849,Polygender,51,S42331B
27,398-16-8788,Paolina,Bour,610-496-7418,Female,116,R40233
28,623-79-4585,Ravi,Hawgood,723-465-3574,Male,93,S90421A
29,803-44-9474,Hammad,Dabrowski,996-556-0957,Male,4,J62
30,837-12-3705,Reuven,Bartley,896-968-8515,Male,52,S95092A
31,221-78-3675,Abramo,Mignot,926-115-3339,Male,58,T17290S
32,280-62-6398,Jeffy,Boreland,364-474-9038,Male,31,M71331
33,813-25-0262,Abdul,Andreutti,127-283-8204,Male,60,M67971
34,597-22-5725,Porty,Dawson,287-543-2822,Male,100,S52579C
35,306-15-0454,Corabel,Connechie,365-956-9126,Female,84,D241
36,615-91-6571,Dunc,Newson,941-677-6363,Male,19,S30854D
37,747-34-8925,Kathy,Impy,990-796-2701,Female,54,M84675
38,811-87-1576,Roma,Battman,302-979-1163,Male,30,S58012
39,515-02-9647,Kev,Mc Trusty,995-391-6477,Male,31,S98111D
40,635-22-2008,Alvie,Rolles,534-725-5593,Male,108,S35412
41,297-77-0594,Gunter,Pantridge,182-260-2984,Male,103,I69113
42,486-73-9702,Gabriele,Crackett,564-195-4965,Male,46,S91245
43,304-19-3918,Renaldo,Mackison,970-739-1783,Male,72,S32424G
44,378-36-2962,Lucie,Guage,354-411-0438,Female,77,O358XX0
45,854-68-2504,Freddie,Cantos,168-698-2363,Non-binary,56,S66123D
46,851-73-7240,Bertrando,Pirouet,249-123-3073,Polygender,4,M438X8
47,708-72-1421,Bartholemy,Balogh,128-220-9064,Male,31,S63115D
48,105-28-8348,Rickie,Whilde,875-975-1363,Agender,47,S72455A
49,238-83-8907,Lanita,Lettley,919-519-0374,Genderqueer,56,S73102S
50,451-83-7193,Chiquita,Balk,758-534-2428,Female,54,S025XXB
51,423-99-2622,Carleen,Cannon,150-383-3382,Female,60,Z1283
