id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,253-20-9637,Astra,Opdenort,237-705-1593,Female,59,S51849D
2,171-51-0508,Gideon,MacAfee,983-420-6621,Male,23,C5022
3,771-54-6629,Margarete,Holbarrow,825-344-2398,Female,11,S89019
4,607-96-8023,Leone,Saket,770-692-6412,Female,31,Y3790XD
5,639-68-8965,Vere,Brittlebank,944-535-4410,Polygender,43,S92346S
6,392-57-1716,Darci,Minty,656-330-6864,Female,27,T371X1A
7,379-01-4777,Sibilla,Edmeades,184-618-5674,Female,53,S61149D
8,810-47-4433,Lorens,Moohan,351-476-2041,Male,80,S80221
9,472-77-7869,Friedrich,Urry,923-232-5458,Male,66,S63224
10,284-48-8994,Jareb,Conre,234-416-2107,Male,88,L02612
11,191-22-1443,Charlotte,O'Collopy,876-697-3523,Female,67,S25411
12,386-93-3344,Peggi,Lettuce,956-256-1557,Female,88,H20821
13,513-51-6460,Tasia,Shotboult,123-330-9009,Female,48,M25259
14,706-73-2744,Buddie,Outerbridge,381-600-0048,Male,22,S56406A
15,341-73-5042,Kameko,Sendall,945-328-1732,Female,115,S52001D
16,214-06-7812,Dru,Rosenwald,133-270-1653,Male,25,A689
17,720-77-4609,Lazarus,Fowler,829-179-1407,Male,97,M778
18,742-17-0157,Augustin,Risman,270-474-5750,Male,32,V110
19,448-78-7180,Ransom,Chamberlain,535-235-3926,Male,74,E093411
20,703-06-9265,Ermanno,Pennicott,262-159-1512,Genderfluid,46,G961
21,644-85-7935,Morgan,Abrashkin,953-815-6225,Female,21,T65294S
22,208-33-2507,Lilian,Iacivelli,182-819-9645,Female,83,M8977
23,641-38-4565,Yuma,Buttler,295-287-1989,Male,119,S9911
24,150-95-4879,Sunshine,Ventam,189-470-0146,Female,1,S82133F
25,801-75-6752,Huntlee,Cattini,191-380-1294,Bigender,16,W0110XS
26,464-06-2899,Padraic,Swede,856-692-6634,Male,77,T500X2A
27,367-68-1742,Hewitt,Woollam,500-904-6912,Male,1,T314
28,419-36-3419,Aylmer,O'Heneghan,421-466-1284,Genderfluid,117,K582
29,634-31-3439,Briny,Bony,111-530-7124,Female,30,T431X1D
30,560-45-4606,Gustavus,Robbey,373-750-2445,Male,59,S12591
31,658-33-9569,Adolph,Fannon,320-655-3765,Male,96,S52291M
32,550-24-6307,Jandy,Fasson,765-343-0530,Female,110,S40849
33,455-70-6893,Jobie,Nertney,925-762-7292,Female,96,T17320A
34,848-69-7452,Gabe,Snadden,760-400-5363,Male,75,L7681
35,457-65-3470,Kandace,Chicco,367-767-5949,Bigender,46,S14145S
36,299-57-7241,Arin,Spavon,407-712-6439,Male,104,W16021D
37,298-93-2956,Putnem,Cockson,888-202-1908,Male,76,S20469
38,613-55-7016,Garvin,Quilliam,753-728-8176,Male,41,Z413
39,138-97-1167,Willie,Lynch,691-816-4013,Agender,77,S86891D
40,111-30-2001,Joice,Groombridge,977-723-9995,Female,92,S45291S
41,260-86-8523,Alleen,Adolfsen,503-538-2160,Genderfluid,12,D429
42,438-38-7150,Galen,Synnott,618-484-5056,Male,116,S52279R
43,880-39-2689,Sawyere,Haycox,200-940-7897,Male,80,T441X5A
44,396-34-0815,Marketa,Erwin,532-583-1714,Genderfluid,10,T83031S
45,385-79-5198,Jarret,McCaskill,361-130-4875,Male,100,S82122Q
46,731-66-8016,Jamesy,Srawley,964-545-1514,Male,64,S56321A
47,437-02-3422,Kassie,Hassell,586-872-0619,Female,24,Y383X3A
48,798-10-9746,Rebekkah,Anderbrugge,192-781-9812,Female,52,T570X2A
49,811-60-5113,Edithe,Gunn,538-227-3534,Agender,101,S82401S
50,806-51-9249,Duffy,Tschierse,213-494-7256,Male,92,V209
51,413-07-3782,Talbert,Tubritt,504-378-8108,Male,36,S64497S
52,433-42-9007,Simonne,Jedrzejczyk,297-888-0471,Female,113,T365X1A
53,126-81-3256,Gwynne,Kynd,876-856-7059,Female,68,S52611K
54,404-06-5038,Noella,Assel,490-462-5133,Female,69,T8051XD
55,866-21-1604,Gareth,Elacoate,243-732-3465,Male,39,T82222A
56,767-16-2162,Jo-anne,Roney,837-460-9686,Female,15,V9203XA
57,341-56-3748,Ermanno,Lassetter,866-273-3977,Male,42,K5720
58,366-66-9136,Charlean,Leser,197-548-8767,Female,29,S73004A
59,648-25-7848,Wini,Tirrell,749-168-3668,Female,37,I35
60,131-76-2363,Cherice,Simione,452-969-4466,Female,83,S52559
61,160-24-5973,Austin,Lehemann,881-166-0832,Female,44,T618X1A
62,486-48-8958,Debi,Drew,154-481-9039,Female,37,W16531
