id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,110-84-2135,Elayne,Siward,273-510-2040,Female,60,T82128S
2,255-13-8021,Justen,Point,432-855-2038,Male,99,S56113D
3,622-06-4925,Wanids,Gerardin,478-605-7556,Female,88,S32612D
4,509-12-2838,Ivan,Dow,319-329-4884,Male,1,V940XXS
5,854-48-2076,Karim,Cristofano,704-657-9064,Male,25,L4053
6,668-39-9076,Tabb,Dunk,509-973-2968,Male,54,D589
7,596-80-1450,Layton,Fransson,451-601-6388,Male,74,S4351XD
8,149-62-4971,Madella,Gosford,248-875-6407,Female,54,S42156D
9,199-68-0906,Pearla,Reboulet,180-553-9539,Polygender,96,Y36010D
10,494-13-0522,Aggy,Whitfield,712-976-0102,Female,39,S98129
11,385-52-3660,Weber,Llewelly,373-391-3921,Male,36,K588
12,881-42-3590,Robbie,Almak,526-553-7704,Male,73,T24211D
13,431-61-0055,Langsdon,Wyldes,992-852-5271,Male,65,S75111A
14,646-34-6142,Thaxter,Gianni,984-794-4653,Male,11,E803
15,326-60-4070,Zenia,Abdy,645-472-2415,Female,105,T387X3S
16,871-08-3316,Nikki,Charteris,296-962-3289,Female,38,D2270
17,238-13-6631,Maddalena,O'Quin,109-264-5093,Female,80,S42332S
18,398-54-0181,Rik,Merkle,851-405-2263,Male,35,S62628G
19,278-84-2659,Eydie,Fortun,755-205-7099,Female,70,T22261S
20,879-26-6657,Rey,Demougeot,324-711-2006,Polygender,21,T485X4S
21,271-47-2610,Payton,Raden,359-623-0777,Male,85,T8630
22,197-98-5441,Jobina,Nehlsen,306-722-3704,Female,20,S32492
23,198-74-2131,Conni,Aylett,795-155-1649,Female,108,S1264XA
24,583-93-7656,Sydney,Brougham,864-387-3164,Female,27,V9511
25,804-75-1369,Melisa,Bremeyer,544-992-2737,Female,100,V824XXD
26,204-62-7913,Vito,Laviste,900-827-6990,Polygender,39,T440X4
27,546-35-5598,Lucien,Dahlgren,709-513-0275,Male,91,S63494
28,480-31-2120,Aaron,Richards,502-661-7168,Male,7,T63334S
29,551-97-1213,Tomi,Sheerin,969-734-4774,Female,16,M23612
30,810-58-9262,Sean,Giaomozzo,322-857-1587,Female,61,K21
31,662-84-1253,Waly,Keay,547-147-3387,Female,37,Y3646
32,741-64-4322,Arman,Falloon,803-363-8825,Male,57,S92341S
33,541-62-6571,Laurianne,Mousley,482-340-4086,Female,55,S00542A
34,616-03-2807,Allister,Soreau,993-651-4163,Male,15,O409XX9
35,394-38-9727,Giulia,Medina,651-272-9484,Genderfluid,48,S72332F
36,458-01-7799,Dougy,Guillotin,187-280-4646,Male,12,H11129
37,334-20-9409,Mark,Hayhow,290-935-5670,Male,52,S6710XA
38,102-55-9008,Hubey,Leeburne,580-358-4111,Genderqueer,19,M63859
39,514-22-3784,Baryram,Vickers,397-953-7342,Male,31,Z9664
40,455-62-6735,Martyn,Creeboe,816-290-4619,Male,15,S31113D
41,603-73-3202,Ardene,Giacaponi,740-375-5963,Female,98,S42436D
42,614-86-0809,Byran,Chillcot,612-106-0842,Genderfluid,81,S20401D
43,114-35-2544,Kimbell,Bomfield,837-301-2224,Male,61,N853
44,618-77-4416,Vanni,Synder,129-581-1261,Female,29,T84020D
45,796-36-8767,Lolita,Pallesen,410-494-9173,Female,59,V0491XD
46,622-50-1853,Drugi,Westrope,910-823-4096,Male,95,S02670A
47,762-36-2326,Welsh,Tuxsell,178-404-2870,Male,53,M25422
48,324-70-4449,Sergent,Crowhurst,394-813-9271,Male,63,E70338
49,492-95-3482,Antoni,Filyashin,362-762-3126,Male,24,M62279
50,694-69-9399,Sheffie,Wootton,861-718-4033,Male,48,V9211
51,147-22-6625,Ricard,Dancy,814-646-7446,Male,78,T38804
52,456-21-4749,Timothee,Annakin,358-587-6584,Male,42,V931
53,400-49-3329,Clayborne,Lippatt,231-775-6483,Male,110,K145
54,168-37-3058,Herminia,Ockenden,424-475-7945,Female,34,S32413
55,290-03-9052,Goddart,Casterou,168-512-7366,Male,72,S02650A
56,544-27-6901,Gian,Cavey,808-784-6198,Male,80,S62209K
57,692-25-5635,Ced,Halpen,565-616-6036,Male,48,M84653
58,133-39-3288,Bendick,Ruller,717-712-5754,Male,44,Y3739
59,465-38-1355,Cornell,Mateescu,727-139-3587,Male,8,F13988
60,127-35-5369,Jayme,Etherton,431-900-8064,Polygender,95,Y36110A
61,376-33-3451,Miltie,Bartels,256-713-1869,Non-binary,104,Z14
62,261-38-2298,Rustie,Pillinger,557-440-4757,Bigender,101,H73821
63,573-13-8563,Alleyn,Rountree,939-674-3513,Male,76,T3154
64,631-39-9442,Rickie,MacSween,226-418-6775,Female,76,S66292S
65,481-82-2172,Dorolisa,Louiset,422-103-1799,Female,58,T24092S
66,184-71-9801,Alfreda,McDermott-Row,174-906-7840,Female,67,V4322XD
67,552-26-0658,Cori,Fairnie,386-996-0931,Female,66,Z718
68,831-66-6648,Violet,Gudde,703-440-1484,Female,41,S31611D
69,588-31-7252,Gratiana,Bavister,833-928-3423,Female,38,Z9482
70,405-06-7560,Wyn,Watford,506-706-5194,Polygender,6,S52592Q
71,831-58-2880,Marcela,Greschik,193-850-7804,Female,48,S36498
72,420-88-8711,Francois,Coneron,981-577-1135,Male,72,Y37000
73,294-46-0147,Merwyn,Pilch,370-204-3674,Male,26,T411X2
74,109-22-6696,Luciana,Cookman,471-348-0245,Female,92,W130XXS
75,393-70-0336,Maurine,Webland,786-715-0508,Female,108,H698
76,653-20-7604,Erminia,Ginnety,916-456-3938,Female,53,S52363F
77,774-25-9913,Freemon,Dog,819-408-3445,Male,19,S161
78,297-17-0934,Avril,Pavelin,646-112-2476,Female,75,L97922
79,211-98-0701,Ulrika,Eilers,869-926-2590,Female,35,S72466Q
80,366-96-1581,Theodora,Bampkin,870-313-7613,Female,79,V259
81,725-84-9842,Emmery,Beacon,601-693-5579,Male,85,S52222Q
82,221-40-0712,Charil,Kindred,789-458-6816,Female,95,S62617B
83,718-62-7196,Nada,Fealey,679-386-5497,Female,78,S72124G
84,245-14-1046,Elane,Caldecott,122-143-2646,Female,39,H653
85,865-94-5719,Ada,Hundall,551-182-8473,Female,23,T498X1
