id,snn,first_name,last_name,phone_number,gender,age,diagnosis_code
1,680-54-7678,Adore,McElane,207-296-9141,Female,1,S1124
2,280-85-6999,Pennie,Kiellor,398-264-4492,Male,24,I69963
3,110-64-3091,Sal,Furnell,826-915-6091,Female,47,S79011P
4,526-59-9440,Perren,Prantoni,369-460-7370,Male,105,I8709
5,353-83-7648,Carlie,Sharer,136-470-1184,Male,89,T493X4
6,537-67-1343,Karlens,Baumber,834-421-8134,Male,30,T81520D
7,394-09-6763,Gavrielle,Stych,816-837-8211,Female,15,N3942
8,764-72-4942,Kaylil,Lethem,636-289-1586,Female,120,T84028D
9,279-82-2950,Mandel,Bircher,935-117-8880,Male,28,O46013
10,774-92-9418,Valentine,Easter,445-969-8193,Male,56,T8090XS
11,386-97-1375,Guinevere,Gerber,632-404-8256,Female,118,S25519
12,531-81-9915,Morse,Grodden,123-242-8678,Male,95,S3626
13,513-32-5982,Cazzie,Gelly,343-399-6650,Male,61,S65596A
14,262-78-3492,L;urette,Rubrow,914-912-3827,Female,23,T69012
15,548-71-7989,Theo,Bellward,905-940-4375,Male,114,T43216D
16,691-69-8758,Erda,Mullarkey,702-801-3980,Female,16,S8262XF
17,412-75-0548,Germana,Drinkall,702-626-8451,Female,54,S83092
18,885-36-3808,Wallie,Horley,491-226-7118,Male,12,H9522
19,873-12-9513,Karil,MacClancey,893-640-2622,Female,109,S75191S
20,814-36-4949,Washington,Samuel,145-408-5470,Male,113,Z385
21,816-40-4187,Tremayne,Anyene,780-587-6658,Male,17,T23752D
22,243-93-8740,Marta,McQuilliam,567-644-5128,Female,80,S7292XC
23,449-75-2810,Adriena,Gamlen,711-971-1044,Female,113,M5012
24,224-64-3741,Pavlov,Hedney,258-503-9335,Male,60,T453X6
25,810-29-0973,Laverne,Wathall,790-387-5147,Female,97,S99101A
26,676-38-0722,Rozalie,Stanislaw,870-970-4236,Female,67,W5809XD
27,771-63-9303,El,Goodlud,503-137-3962,Male,29,M85059
28,868-46-6630,Ade,Hambrook,310-250-5477,Male,38,M9272
29,239-15-0645,Lothaire,Greeno,201-157-5205,Male,114,S42401D
30,626-42-6411,Krissie,Sim,463-690-1245,Female,108,S72061S
31,249-47-8289,Liva,Lunnon,124-223-5981,Female,120,B199
32,816-86-8661,Sibylla,Koomar,512-325-7974,Female,40,H95819
33,304-69-6717,Martelle,Zannelli,932-560-3728,Female,120,Y389
34,474-75-6269,Kesley,Schubbert,796-975-3585,Female,109,V165
35,883-18-3904,Fina,Skene,543-845-1420,Female,40,M60229
36,323-58-4065,Adolphus,Carnell,114-521-8611,Male,53,W321
37,519-36-2692,Woody,Lacasa,372-121-1827,Male,105,M25612
38,676-46-3126,Joye,Dobbins,135-725-4558,Female,119,T8382XS
39,313-81-7539,Orville,Boxe,868-232-1220,Male,93,S93502
40,349-16-2258,Ed,Tolefree,474-807-7820,Male,52,S7913
41,659-22-9772,Johnathon,Haskins,266-778-6333,Male,68,V3969XA
42,897-21-3256,Britt,Clixby,401-591-4496,Male,22,T23099A
43,283-06-4464,Brunhilda,Stallibrass,850-292-8312,Bigender,11,D539
44,152-56-2246,Sonny,Frankowski,122-165-7930,Male,5,O3471
45,147-89-4031,Christian,Kivlin,871-574-5425,Male,33,T23349D
46,482-28-7498,Connie,Yter,355-272-2536,Female,81,H73003
47,708-03-5815,Gilburt,Barthelme,992-855-0827,Male,77,S92022A
48,662-44-3955,Annamaria,Rubertelli,433-266-1507,Female,26,S66121
49,452-42-0112,Katerina,Hansemann,111-857-9478,Female,30,P589
50,597-04-9511,Lydon,Lent,562-149-1059,Male,31,S61311D
51,244-30-1999,Sheeree,Jewell,104-869-5277,Female,113,S61021D
52,322-68-5745,Franni,Game,769-921-8216,Female,106,M93219
53,701-16-6346,Lynnett,Lavington,149-325-6088,Female,22,V8031XS
54,882-79-7650,Pauly,Franies,104-130-6750,Male,25,S60445A
55,511-39-8924,Noelle,Starr,755-836-6753,Female,118,S062X4S
56,495-19-4516,Germaine,Roe,516-288-5149,Female,81,S62320S
57,730-02-5566,Case,Petricek,526-818-0830,Male,106,V1919XA
58,152-47-7095,Alford,McCathie,113-208-6613,Male,8,S32436D
59,732-11-7612,Janice,Crittal,309-492-6767,Bigender,43,M1A18X1
60,355-50-0626,Thomasina,Lantry,739-374-5123,Female,29,E083319
61,275-57-3353,Corabelle,Dumbar,907-637-4939,Female,42,T76
62,474-21-9958,Willow,Tedman,121-856-7317,Female,30,X028XXA
63,661-17-0389,Wayne,Ellingham,585-180-0974,Male,28,T79A0
64,328-65-5106,Florie,Dunrige,340-755-3467,Female,67,T38815D
65,140-88-4801,Laurena,MacIllrick,712-480-5723,Female,85,T24292D
66,644-38-7950,Elijah,Elland,382-837-7428,Male,54,L816
67,459-10-8912,Claybourne,Robshaw,269-207-5674,Male,103,O36829
68,177-94-2098,Datha,Klimkov,426-998-3851,Female,88,S82121M
69,597-84-5766,Braden,Busst,890-711-5887,Male,89,H21329
70,845-41-1089,Rainer,Daffey,377-927-1819,Male,4,M6748
71,434-09-7062,Rainer,Blumfield,308-426-9812,Male,119,Y383X2A
72,206-79-2856,Glynis,Chestnut,838-877-9823,Female,54,T386X5
73,364-56-9134,Alikee,Popworth,595-779-9778,Female,85,T34811S
74,868-92-1875,Olwen,Frango,362-931-3097,Genderfluid,119,M24275
75,111-96-0677,Mariejeanne,Hebbard,455-669-1668,Female,11,H04433
76,389-32-8593,Haley,Pavel,232-478-2881,Genderqueer,120,T50A23
77,485-92-9588,Raymond,Ranns,412-715-2549,Male,89,T401
78,744-79-8703,Jamesy,Durkin,331-957-2340,Male,80,S52613H
79,702-53-0154,Maia,McCarry,500-159-3803,Female,22,X982XXD
80,114-76-8583,Del,Kleiser,123-865-1359,Female,75,S52033Q
81,494-71-9226,Catherina,Teffrey,545-372-2931,Female,107,S43086A
82,463-24-5342,Britteny,Done,292-592-5695,Female,53,S9081
83,133-17-6729,Domenic,Esposita,544-973-7508,Male,55,S48021A
84,518-99-4527,Phip,de Almeida,132-458-3320,Male,37,X959
85,431-41-4018,Ulrikaumeko,Canton,913-314-1842,Polygender,102,X35XXXA
86,478-60-5614,Alika,Todd,615-283-5444,Female,55,S72045F
87,885-38-4365,Sophia,Pashenkov,912-502-1363,Female,15,Q2542
88,816-22-5708,Tory,Melloy,628-915-5717,Polygender,1,N3643
89,857-28-5796,Teresa,Schukert,335-378-2299,Female,24,V231
90,379-09-0179,Zarla,Cush,858-221-1195,Female,24,T83711D
91,200-39-8913,Gunner,Delagnes,236-689-2352,Male,79,T1591
92,224-65-5042,Mia,Ramsbottom,572-961-7728,Female,17,K039
93,696-20-1925,Mar,Chadney,299-598-3184,Male,43,M62052
94,137-47-8330,Warden,Toogood,927-520-0791,Male,83,T370X5A
95,899-09-3184,Alidia,Watford,561-535-6494,Female,106,M12232
96,115-08-7587,Donna,Hurburt,366-352-6557,Female,87,V00822
97,203-75-5038,Myca,Haruard,214-688-0019,Male,73,O602
98,347-23-6493,Feliza,Rosetti,892-395-7461,Female,94,T23302S
